2NDDPI, 1998
13
31
1 Type
3 PK Enroll
3 K Enroll
3 1-6 Enroll
3 7-8 Enroll
4 9-12 Enroll
5 PK Teacher
6 K Teacher
6 1-6 Teacher
6 7-8 Teacher
6 9-12 Teacher
3 Rooms
428
8230Starkweather Public School 5000009060025003900.00000.50004.16001.27004.02017
8231Adol & Child Treatment Cent5000000000001001900.00000.00000.18001.30005.52011
8232Steele-Dawson Public School5000018110035010300.10000.50007.64001.85007.65025
8236Sterling Elem School       1000018020003000000.00000.45002.00001.00000.00004
8240Stevenson School           9000000003000000000.00000.00001.00000.00000.00001
8246Stony Creek Elem School    1000000081028000000.00000.00006.00002.00000.00009
8247Strasburg Elem School      1000009111000000000.00000.50005.95000.00000.00012
8248Strasburg High School      5000000000036009300.00000.00000.00002.02005.72010
8264Sunnyside Elem School      1000030180000000000.00001.00010.00000.00000.00019
8266Surrey Public School       5003032179086018300.50001.00009.00003.68008.46034
8274Sweet Briar School         9000001008006000000.00000.25000.50000.25000.00001
8280Sweetwater Elem School     1000045171000000000.00001.00009.00000.00000.00012
8284Sykes Public School        5000009042013002500.00000.50002.95001.15003.39013
8286Mary Stark Elem School     1000034241000000000.00001.00012.00000.00000.00017
8318Tappen Public School       5000007069016003500.00000.50004.32001.12003.00017
8335Taylor Elem School         1002018135000000000.00000.50008.00000.00000.00014
8416Thompson Public School     5001026253098017800.00001.00013.50003.68008.72038
8463Tioga High School          5000000000055016000.00000.00000.00003.17009.47021
8506Dakota Prairie Jr High Scho2000000000073000000.00000.00000.00004.60000.00019
8562Turtle Lake-Mercer Public S5000011094038007100.00000.50007.00002.00005.00021
8565Turtle Mt Comm Elem School 1000148739000000000.00008.00044.00000.00000.00055
8566Turtle Mt Comm Middle Schoo2000000138271000000.00000.00006.00010.00000.00025
8567Turtle Mt Comm High School 3000000000000060100.00000.00000.00000.00038.00037
8571Tuttle-Pettibone High Schoo5000000000026005900.00000.00000.00001.95005.43016
8582Twin Buttes Elem School    1000011032008000000.00001.00004.00001.00000.00008
8806Underwood Public School    5005013132050014400.50000.50007.75003.48009.47032
